"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 01:02:58 GMT 2024","Mon Feb 19 01:03:01 GMT 2024","2465","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"skipped","Mon Feb 19 01:11:03 GMT 2024","Mon Feb 19 01:11:35 GMT 2024","32571","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 2 of 10)",""
"passed","Mon Feb 19 01:03:49 GMT 2024","Mon Feb 19 01:03:52 GMT 2024","2571","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"broken","Mon Feb 19 01:14:51 GMT 2024","Mon Feb 19 01:15:24 GMT 2024","32627","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"passed","Mon Feb 19 01:03:52 GMT 2024","Mon Feb 19 01:03:54 GMT 2024","2693","","tests.ui.DragAndDropTest","","tests.ui.DragAndDropTest","testDragAndDrop","Тест Drag and Drop элемента на изменение состояния после совершения действия Тест Drag and Drop элемента на изменение состояния после совершения действия","Тест изменения состояния текста div при drag and drop элемента в другой элемент"
"skipped","Mon Feb 19 01:12:08 GMT 2024","Mon Feb 19 01:12:41 GMT 2024","32575","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 4 of 10)",""
"passed","Mon Feb 19 01:02:50 GMT 2024","Mon Feb 19 01:02:58 GMT 2024","8487","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"skipped","Mon Feb 19 01:12:41 GMT 2024","Mon Feb 19 01:13:13 GMT 2024","32588","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 5 of 10)",""
"broken","Mon Feb 19 01:15:24 GMT 2024","Mon Feb 19 01:15:57 GMT 2024","32693","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 10 of 10)",""
"passed","Mon Feb 19 01:03:48 GMT 2024","Mon Feb 19 01:03:49 GMT 2024","1289","","tests.ui.HttpWatchAuthTest","","tests.ui.HttpWatchAuthTest","testBasicAuth","Тест авторизации Тест авторизации","Тестирование авторизации, наличия картинки при ее успехе"
"skipped","Mon Feb 19 01:08:19 GMT 2024","Mon Feb 19 01:08:52 GMT 2024","32636","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"skipped","Mon Feb 19 01:03:58 GMT 2024","Mon Feb 19 01:04:30 GMT 2024","32693","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123",""
"skipped","Mon Feb 19 01:17:17 GMT 2024","Mon Feb 19 01:17:49 GMT 2024","32227","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Mon Feb 19 01:03:23 GMT 2024","Mon Feb 19 01:03:31 GMT 2024","7993","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 2 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Mon Feb 19 01:03:07 GMT 2024","Mon Feb 19 01:03:15 GMT 2024","8327","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Mon Feb 19 01:07:14 GMT 2024","Mon Feb 19 01:07:47 GMT 2024","32738","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"skipped","Mon Feb 19 01:04:30 GMT 2024","Mon Feb 19 01:05:03 GMT 2024","32735","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"passed","Mon Feb 19 01:03:54 GMT 2024","Mon Feb 19 01:03:58 GMT 2024","3421","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"passed","Mon Feb 19 01:18:21 GMT 2024","Mon Feb 19 01:18:25 GMT 2024","3240","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"passed","Mon Feb 19 01:03:01 GMT 2024","Mon Feb 19 01:03:03 GMT 2024","2066","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"skipped","Mon Feb 19 01:14:19 GMT 2024","Mon Feb 19 01:14:51 GMT 2024","32630","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 8 of 10)",""
"failed","Mon Feb 19 01:03:31 GMT 2024","Mon Feb 19 01:03:40 GMT 2024","8229","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 3 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Mon Feb 19 01:13:13 GMT 2024","Mon Feb 19 01:13:46 GMT 2024","32595","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 6 of 10)",""
"skipped","Mon Feb 19 01:16:12 GMT 2024","Mon Feb 19 01:16:45 GMT 2024","32349","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Mon Feb 19 01:07:47 GMT 2024","Mon Feb 19 01:08:19 GMT 2024","32675","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
