"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 14 19:39:56 GMT 2024","Wed Feb 14 19:40:28 GMT 2024","32635","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 10 of 10)",""
"skipped","Wed Feb 14 19:27:58 GMT 2024","Wed Feb 14 19:28:06 GMT 2024","8375","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 2 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Wed Feb 14 19:41:49 GMT 2024","Wed Feb 14 19:42:21 GMT 2024","32302","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 19:32:52 GMT 2024","Wed Feb 14 19:33:25 GMT 2024","32695","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"skipped","Wed Feb 14 19:28:32 GMT 2024","Wed Feb 14 19:29:04 GMT 2024","32594","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123",""
"passed","Wed Feb 14 19:28:20 GMT 2024","Wed Feb 14 19:28:23 GMT 2024","2307","","tests.ui.AlertsTest","","tests.ui.AlertsTest","testAlertInput","Тест вывода записаного в поле Алерт текста Тест вывода записаного в поле Алерт текста","Тест изменения состояния текста в блоке фрейма, при введении текста в поле Алерта, которое появляется при нажатии кнопки."
"passed","Wed Feb 14 19:28:23 GMT 2024","Wed Feb 14 19:28:26 GMT 2024","2298","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"passed","Wed Feb 14 19:27:29 GMT 2024","Wed Feb 14 19:27:33 GMT 2024","3733","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"passed","Wed Feb 14 19:28:23 GMT 2024","Wed Feb 14 19:28:23 GMT 2024","807","","tests.ui.HttpWatchAuthTest","","tests.ui.HttpWatchAuthTest","testBasicAuth","Тест авторизации Тест авторизации","Тестирование авторизации, наличия картинки при ее успехе"
"passed","Wed Feb 14 19:40:40 GMT 2024","Wed Feb 14 19:40:44 GMT 2024","4106","","tests.ui.JavaScriptExecutorTest","","tests.ui.JavaScriptExecutorTest","javaScriptExecutorTest","Тестирование Фокуса и Наличие и отсутствие скролла Тестирование Фокуса и Наличие и отсутствие скролла","Тест проверяет наличие вертикального скролла и отсутствие горизонтального, проверяет снимается ли фокус с поля ввода Username"
"passed","Wed Feb 14 19:27:33 GMT 2024","Wed Feb 14 19:27:36 GMT 2024","2343","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"passed","Wed Feb 14 19:28:18 GMT 2024","Wed Feb 14 19:28:20 GMT 2024","2466","","tests.ui.WorkTest","","tests.ui.WorkTest","horizontalMenuVisibilityTest","Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера. Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера.","Тест проверяет наличие Горизонтального меню. Прокручивает страницу вниз, чтобы увидеть следует ли слайдер за пользователем."
"skipped","Wed Feb 14 19:41:17 GMT 2024","Wed Feb 14 19:41:49 GMT 2024","32441","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 1 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 19:34:30 GMT 2024","Wed Feb 14 19:35:03 GMT 2024","32541","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password",""
"skipped","Wed Feb 14 19:36:08 GMT 2024","Wed Feb 14 19:36:40 GMT 2024","32605","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 3 of 10)",""
"skipped","Wed Feb 14 19:35:35 GMT 2024","Wed Feb 14 19:36:08 GMT 2024","32557","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 2 of 10)",""
"passed","Wed Feb 14 19:28:28 GMT 2024","Wed Feb 14 19:28:32 GMT 2024","3213","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Wed Feb 14 19:30:09 GMT 2024","Wed Feb 14 19:30:42 GMT 2024","32591","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 3 of 10)",""
"passed","Wed Feb 14 19:28:26 GMT 2024","Wed Feb 14 19:28:28 GMT 2024","2607","","tests.ui.DragAndDropTest","","tests.ui.DragAndDropTest","testDragAndDrop","Тест Drag and Drop элемента на изменение состояния после совершения действия Тест Drag and Drop элемента на изменение состояния после совершения действия","Тест изменения состояния текста div при drag and drop элемента в другой элемент"
"passed","Wed Feb 14 19:27:38 GMT 2024","Wed Feb 14 19:27:41 GMT 2024","3682","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"failed","Wed Feb 14 19:28:06 GMT 2024","Wed Feb 14 19:28:15 GMT 2024","8512","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 3 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Wed Feb 14 19:36:40 GMT 2024","Wed Feb 14 19:37:13 GMT 2024","32555","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 4 of 10)",""
"skipped","Wed Feb 14 19:32:20 GMT 2024","Wed Feb 14 19:32:52 GMT 2024","32588","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
"skipped","Wed Feb 14 19:27:42 GMT 2024","Wed Feb 14 19:27:50 GMT 2024","8418","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Wed Feb 14 19:29:37 GMT 2024","Wed Feb 14 19:30:09 GMT 2024","32594","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"skipped","Wed Feb 14 19:38:51 GMT 2024","Wed Feb 14 19:39:23 GMT 2024","32492","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 8 of 10)",""
"skipped","Wed Feb 14 19:38:18 GMT 2024","Wed Feb 14 19:38:51 GMT 2024","32540","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 7 of 10)",""
"skipped","Wed Feb 14 19:31:47 GMT 2024","Wed Feb 14 19:32:20 GMT 2024","32626","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"passed","Wed Feb 14 19:40:28 GMT 2024","Wed Feb 14 19:40:32 GMT 2024","3240","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"broken","Wed Feb 14 19:39:23 GMT 2024","Wed Feb 14 19:39:56 GMT 2024","32582","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"passed","Wed Feb 14 19:42:54 GMT 2024","Wed Feb 14 19:42:57 GMT 2024","3248","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"skipped","Wed Feb 14 19:27:50 GMT 2024","Wed Feb 14 19:27:58 GMT 2024","8150","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 1 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Wed Feb 14 19:35:03 GMT 2024","Wed Feb 14 19:35:35 GMT 2024","32579","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 1 of 10)",""
"passed","Wed Feb 14 19:27:36 GMT 2024","Wed Feb 14 19:27:38 GMT 2024","2211","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"broken","Wed Feb 14 19:33:25 GMT 2024","Wed Feb 14 19:33:58 GMT 2024","32610","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 9 of 10)",""
"passed","Wed Feb 14 19:40:32 GMT 2024","Wed Feb 14 19:40:40 GMT 2024","8549","","tests.ui.CookieAuthTest","","tests.ui.CookieAuthTest","testLoginAndSaveCookiesToFile","Авторизация и сохранение куков в файл,с последующим чтением из него Авторизация и сохранение куков в файл,с последующим чтением из него","Тест авторизации пользователя и сохранение куков в файл, чтение куков из файла при повторном тестировании"
"failed","Wed Feb 14 19:42:21 GMT 2024","Wed Feb 14 19:42:54 GMT 2024","32410","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 3 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 19:37:13 GMT 2024","Wed Feb 14 19:37:46 GMT 2024","32537","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 5 of 10)",""
"broken","Wed Feb 14 19:33:58 GMT 2024","Wed Feb 14 19:34:30 GMT 2024","32553","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 10 of 10)",""
