"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 23 10:07:44 GMT 2024","Fri Feb 23 10:07:53 GMT 2024","8912","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 1 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"passed","Fri Feb 23 10:07:28 GMT 2024","Fri Feb 23 10:07:30 GMT 2024","2393","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"passed","Fri Feb 23 10:08:22 GMT 2024","Fri Feb 23 10:08:25 GMT 2024","3490","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"broken","Fri Feb 23 10:20:15 GMT 2024","Fri Feb 23 10:20:48 GMT 2024","33444","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 10 of 10)",""
"skipped","Fri Feb 23 10:10:13 GMT 2024","Fri Feb 23 10:10:46 GMT 2024","33235","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 3 of 10)",""
"passed","Fri Feb 23 10:08:17 GMT 2024","Fri Feb 23 10:08:20 GMT 2024","2890","","tests.ui.AlertsTest","","tests.ui.AlertsTest","testAlertInput","Тест вывода записаного в поле Алерт текста Тест вывода записаного в поле Алерт текста","Тест изменения состояния текста в блоке фрейма, при введении текста в поле Алерта, которое появляется при нажатии кнопки."
"passed","Fri Feb 23 10:07:30 GMT 2024","Fri Feb 23 10:07:35 GMT 2024","4749","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"skipped","Fri Feb 23 10:18:35 GMT 2024","Fri Feb 23 10:19:08 GMT 2024","33282","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 7 of 10)",""
"skipped","Fri Feb 23 10:16:21 GMT 2024","Fri Feb 23 10:16:54 GMT 2024","33257","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 3 of 10)",""
"skipped","Fri Feb 23 10:11:20 GMT 2024","Fri Feb 23 10:11:53 GMT 2024","33285","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 5 of 10)",""
"skipped","Fri Feb 23 10:07:35 GMT 2024","Fri Feb 23 10:07:44 GMT 2024","8842","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Fri Feb 23 10:12:27 GMT 2024","Fri Feb 23 10:13:00 GMT 2024","33465","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
"passed","Fri Feb 23 10:08:29 GMT 2024","Fri Feb 23 10:08:33 GMT 2024","4195","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Fri Feb 23 10:09:06 GMT 2024","Fri Feb 23 10:09:40 GMT 2024","33679","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"skipped","Fri Feb 23 10:14:41 GMT 2024","Fri Feb 23 10:15:14 GMT 2024","33301","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password",""
"passed","Fri Feb 23 10:08:25 GMT 2024","Fri Feb 23 10:08:29 GMT 2024","3160","","tests.ui.DragAndDropTest","","tests.ui.DragAndDropTest","testDragAndDrop","Тест Drag and Drop элемента на изменение состояния после совершения действия Тест Drag and Drop элемента на изменение состояния после совершения действия","Тест изменения состояния текста div при drag and drop элемента в другой элемент"
"skipped","Fri Feb 23 10:18:01 GMT 2024","Fri Feb 23 10:18:35 GMT 2024","33286","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 6 of 10)",""
"skipped","Fri Feb 23 10:17:28 GMT 2024","Fri Feb 23 10:18:01 GMT 2024","33646","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 5 of 10)",""
"passed","Fri Feb 23 10:21:00 GMT 2024","Fri Feb 23 10:21:07 GMT 2024","6358","","tests.ui.JavaScriptExecutorTest","","tests.ui.JavaScriptExecutorTest","javaScriptExecutorTest","Тестирование Фокуса и Наличие и отсутствие скролла Тестирование Фокуса и Наличие и отсутствие скролла","Тест проверяет наличие вертикального скролла и отсутствие горизонтального, проверяет снимается ли фокус с поля ввода Username"
"skipped","Fri Feb 23 10:13:00 GMT 2024","Fri Feb 23 10:13:34 GMT 2024","33657","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"passed","Fri Feb 23 10:07:25 GMT 2024","Fri Feb 23 10:07:28 GMT 2024","2885","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"skipped","Fri Feb 23 10:16:54 GMT 2024","Fri Feb 23 10:17:28 GMT 2024","33425","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 4 of 10)",""
"broken","Fri Feb 23 10:13:34 GMT 2024","Fri Feb 23 10:14:07 GMT 2024","33301","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 9 of 10)",""
"skipped","Fri Feb 23 10:15:14 GMT 2024","Fri Feb 23 10:15:47 GMT 2024","33608","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 1 of 10)",""
"passed","Fri Feb 23 10:23:17 GMT 2024","Fri Feb 23 10:23:21 GMT 2024","4066","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"skipped","Fri Feb 23 10:07:53 GMT 2024","Fri Feb 23 10:08:01 GMT 2024","8572","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 2 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Fri Feb 23 10:21:07 GMT 2024","Fri Feb 23 10:21:39 GMT 2024","32587","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Fri Feb 23 10:08:33 GMT 2024","Fri Feb 23 10:09:06 GMT 2024","33261","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123",""
"broken","Fri Feb 23 10:19:41 GMT 2024","Fri Feb 23 10:20:15 GMT 2024","33263","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"passed","Fri Feb 23 10:08:10 GMT 2024","Fri Feb 23 10:08:14 GMT 2024","3486","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperCoursesTest","Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера. Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера.","Тест проверяет отображение слайдера с курсами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"failed","Fri Feb 23 10:22:45 GMT 2024","Fri Feb 23 10:23:17 GMT 2024","32561","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 3 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Fri Feb 23 10:21:39 GMT 2024","Fri Feb 23 10:22:12 GMT 2024","32553","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 1 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"failed","Fri Feb 23 10:08:01 GMT 2024","Fri Feb 23 10:08:10 GMT 2024","8958","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 3 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Fri Feb 23 10:11:53 GMT 2024","Fri Feb 23 10:12:27 GMT 2024","33398","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"skipped","Fri Feb 23 10:22:12 GMT 2024","Fri Feb 23 10:22:45 GMT 2024","32696","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"passed","Fri Feb 23 10:07:22 GMT 2024","Fri Feb 23 10:07:25 GMT 2024","3296","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"passed","Fri Feb 23 10:20:48 GMT 2024","Fri Feb 23 10:20:52 GMT 2024","3966","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Fri Feb 23 10:15:47 GMT 2024","Fri Feb 23 10:16:21 GMT 2024","33512","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 2 of 10)",""
"passed","Fri Feb 23 10:08:20 GMT 2024","Fri Feb 23 10:08:22 GMT 2024","1990","","tests.ui.HttpWatchAuthTest","","tests.ui.HttpWatchAuthTest","testBasicAuth","Тест авторизации Тест авторизации","Тестирование авторизации, наличия картинки при ее успехе"
"skipped","Fri Feb 23 10:10:46 GMT 2024","Fri Feb 23 10:11:20 GMT 2024","33706","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 4 of 10)",""
"broken","Fri Feb 23 10:14:07 GMT 2024","Fri Feb 23 10:14:40 GMT 2024","33338","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 10 of 10)",""
"skipped","Fri Feb 23 10:09:40 GMT 2024","Fri Feb 23 10:10:13 GMT 2024","33317","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"passed","Fri Feb 23 10:08:14 GMT 2024","Fri Feb 23 10:08:17 GMT 2024","3167","","tests.ui.WorkTest","","tests.ui.WorkTest","horizontalMenuVisibilityTest","Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера. Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера.","Тест проверяет наличие Горизонтального меню. Прокручивает страницу вниз, чтобы увидеть следует ли слайдер за пользователем."
"skipped","Fri Feb 23 10:19:08 GMT 2024","Fri Feb 23 10:19:41 GMT 2024","33513","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 8 of 10)",""
"passed","Fri Feb 23 10:20:52 GMT 2024","Fri Feb 23 10:21:00 GMT 2024","8379","","tests.ui.CookieAuthTest","","tests.ui.CookieAuthTest","testLoginAndSaveCookiesToFile","Авторизация и сохранение куков в файл,с последующим чтением из него Авторизация и сохранение куков в файл,с последующим чтением из него","Тест авторизации пользователя и сохранение куков в файл, чтение куков из файла при повторном тестировании"
