"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 22:25:05 GMT 2024","Wed Feb 14 22:25:09 GMT 2024","4166","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"skipped","Wed Feb 14 22:30:25 GMT 2024","Wed Feb 14 22:30:58 GMT 2024","32879","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"passed","Wed Feb 14 22:25:00 GMT 2024","Wed Feb 14 22:25:03 GMT 2024","2581","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"skipped","Wed Feb 14 22:34:48 GMT 2024","Wed Feb 14 22:35:20 GMT 2024","32825","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 5 of 10)",""
"skipped","Wed Feb 14 22:28:14 GMT 2024","Wed Feb 14 22:28:47 GMT 2024","32877","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 4 of 10)",""
"broken","Wed Feb 14 22:31:31 GMT 2024","Wed Feb 14 22:32:04 GMT 2024","32782","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 10 of 10)",""
"passed","Wed Feb 14 22:25:52 GMT 2024","Wed Feb 14 22:25:53 GMT 2024","1615","","tests.ui.HttpWatchAuthTest","","tests.ui.HttpWatchAuthTest","testBasicAuth","Тест авторизации Тест авторизации","Тестирование авторизации, наличия картинки при ее успехе"
"skipped","Wed Feb 14 22:26:35 GMT 2024","Wed Feb 14 22:27:08 GMT 2024","32773","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"skipped","Wed Feb 14 22:38:25 GMT 2024","Wed Feb 14 22:38:59 GMT 2024","33238","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 22:33:42 GMT 2024","Wed Feb 14 22:34:15 GMT 2024","32935","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 3 of 10)",""
"skipped","Wed Feb 14 22:25:26 GMT 2024","Wed Feb 14 22:25:35 GMT 2024","8816","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 2 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Wed Feb 14 22:29:52 GMT 2024","Wed Feb 14 22:30:25 GMT 2024","32761","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
"passed","Wed Feb 14 22:40:36 GMT 2024","Wed Feb 14 22:40:39 GMT 2024","3492","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"passed","Wed Feb 14 22:24:56 GMT 2024","Wed Feb 14 22:25:00 GMT 2024","3929","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"passed","Wed Feb 14 22:25:53 GMT 2024","Wed Feb 14 22:25:56 GMT 2024","2656","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"failed","Wed Feb 14 22:40:03 GMT 2024","Wed Feb 14 22:40:36 GMT 2024","32348","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 3 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 22:27:08 GMT 2024","Wed Feb 14 22:27:41 GMT 2024","32831","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"skipped","Wed Feb 14 22:28:47 GMT 2024","Wed Feb 14 22:29:20 GMT 2024","32807","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 5 of 10)",""
