"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Feb 22 20:35:51 GMT 2024","Thu Feb 22 20:36:24 GMT 2024","32599","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 1 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"passed","Thu Feb 22 20:22:20 GMT 2024","Thu Feb 22 20:22:23 GMT 2024","3468","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperCoursesTest","Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера. Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера.","Тест проверяет отображение слайдера с курсами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Thu Feb 22 20:36:24 GMT 2024","Thu Feb 22 20:36:56 GMT 2024","32649","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Thu Feb 22 20:21:44 GMT 2024","Thu Feb 22 20:21:53 GMT 2024","8878","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Thu Feb 22 20:23:17 GMT 2024","Thu Feb 22 20:23:50 GMT 2024","33340","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"passed","Thu Feb 22 20:21:37 GMT 2024","Thu Feb 22 20:21:39 GMT 2024","2871","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"skipped","Thu Feb 22 20:25:30 GMT 2024","Thu Feb 22 20:26:03 GMT 2024","33488","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 5 of 10)",""
"skipped","Thu Feb 22 20:26:03 GMT 2024","Thu Feb 22 20:26:37 GMT 2024","33570","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"broken","Thu Feb 22 20:33:51 GMT 2024","Thu Feb 22 20:34:24 GMT 2024","33299","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"passed","Thu Feb 22 20:21:39 GMT 2024","Thu Feb 22 20:21:44 GMT 2024","4689","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"skipped","Thu Feb 22 20:32:44 GMT 2024","Thu Feb 22 20:33:17 GMT 2024","33270","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 7 of 10)",""
"skipped","Thu Feb 22 20:24:23 GMT 2024","Thu Feb 22 20:24:57 GMT 2024","33349","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 3 of 10)",""
"passed","Thu Feb 22 20:22:23 GMT 2024","Thu Feb 22 20:22:26 GMT 2024","3118","","tests.ui.WorkTest","","tests.ui.WorkTest","horizontalMenuVisibilityTest","Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера. Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера.","Тест проверяет наличие Горизонтального меню. Прокручивает страницу вниз, чтобы увидеть следует ли слайдер за пользователем."
"skipped","Thu Feb 22 20:27:10 GMT 2024","Thu Feb 22 20:27:44 GMT 2024","33299","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"skipped","Thu Feb 22 20:30:31 GMT 2024","Thu Feb 22 20:31:04 GMT 2024","33288","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 3 of 10)",""
