"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 19:16:57 GMT 2024","Wed Feb 14 19:17:02 GMT 2024","4227","","tests.ui.JavaScriptExecutorTest","","tests.ui.JavaScriptExecutorTest","javaScriptExecutorTest","Тестирование Фокуса и Наличие и отсутствие скролла Тестирование Фокуса и Наличие и отсутствие скролла","Тест проверяет наличие вертикального скролла и отсутствие горизонтального, проверяет снимается ли фокус с поля ввода Username"
"skipped","Wed Feb 14 19:18:06 GMT 2024","Wed Feb 14 19:18:39 GMT 2024","32496","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"broken","Wed Feb 14 19:09:43 GMT 2024","Wed Feb 14 19:10:15 GMT 2024","32558","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 9 of 10)",""
"skipped","Wed Feb 14 19:10:48 GMT 2024","Wed Feb 14 19:11:20 GMT 2024","32641","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password",""
"skipped","Wed Feb 14 19:17:02 GMT 2024","Wed Feb 14 19:17:34 GMT 2024","32490","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"passed","Wed Feb 14 19:04:38 GMT 2024","Wed Feb 14 19:04:40 GMT 2024","2292","","tests.ui.AlertsTest","","tests.ui.AlertsTest","testAlertInput","Тест вывода записаного в поле Алерт текста Тест вывода записаного в поле Алерт текста","Тест изменения состояния текста в блоке фрейма, при введении текста в поле Алерта, которое появляется при нажатии кнопки."
"skipped","Wed Feb 14 19:11:53 GMT 2024","Wed Feb 14 19:12:25 GMT 2024","32589","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 2 of 10)",""
"skipped","Wed Feb 14 19:11:20 GMT 2024","Wed Feb 14 19:11:53 GMT 2024","32561","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 1 of 10)",""
"passed","Wed Feb 14 19:03:52 GMT 2024","Wed Feb 14 19:03:54 GMT 2024","2370","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"passed","Wed Feb 14 19:16:46 GMT 2024","Wed Feb 14 19:16:49 GMT 2024","3296","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
