"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Feb 22 19:22:41 GMT 2024","Thu Feb 22 19:23:15 GMT 2024","33275","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 6 of 10)",""
"failed","Thu Feb 22 19:27:13 GMT 2024","Thu Feb 22 19:27:45 GMT 2024","32567","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 3 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Thu Feb 22 19:19:21 GMT 2024","Thu Feb 22 19:19:55 GMT 2024","33271","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password",""
"skipped","Thu Feb 22 19:17:30 GMT 2024","Thu Feb 22 19:18:04 GMT 2024","33236","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"skipped","Thu Feb 22 19:14:10 GMT 2024","Thu Feb 22 19:14:44 GMT 2024","33309","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"passed","Thu Feb 22 19:11:58 GMT 2024","Thu Feb 22 19:12:05 GMT 2024","6439","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"passed","Thu Feb 22 19:12:44 GMT 2024","Thu Feb 22 19:12:47 GMT 2024","3288","","tests.ui.WorkTest","","tests.ui.WorkTest","horizontalMenuVisibilityTest","Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера. Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера.","Тест проверяет наличие Горизонтального меню. Прокручивает страницу вниз, чтобы увидеть следует ли слайдер за пользователем."
"skipped","Thu Feb 22 19:16:24 GMT 2024","Thu Feb 22 19:16:57 GMT 2024","33572","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"passed","Thu Feb 22 19:25:32 GMT 2024","Thu Feb 22 19:25:40 GMT 2024","8299","","tests.ui.CookieAuthTest","","tests.ui.CookieAuthTest","testLoginAndSaveCookiesToFile","Авторизация и сохранение куков в файл,с последующим чтением из него Авторизация и сохранение куков в файл,с последующим чтением из него","Тест авторизации пользователя и сохранение куков в файл, чтение куков из файла при повторном тестировании"
"passed","Thu Feb 22 19:25:40 GMT 2024","Thu Feb 22 19:25:46 GMT 2024","6039","","tests.ui.JavaScriptExecutorTest","","tests.ui.JavaScriptExecutorTest","javaScriptExecutorTest","Тестирование Фокуса и Наличие и отсутствие скролла Тестирование Фокуса и Наличие и отсутствие скролла","Тест проверяет наличие вертикального скролла и отсутствие горизонтального, проверяет снимается ли фокус с поля ввода Username"
