"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 23 10:08:13 GMT 2024","Fri Feb 23 10:08:46 GMT 2024","33191","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 3 of 10)",""
"skipped","Fri Feb 23 10:02:40 GMT 2024","Fri Feb 23 10:03:13 GMT 2024","33218","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 4 of 10)",""
"skipped","Fri Feb 23 10:03:46 GMT 2024","Fri Feb 23 10:04:20 GMT 2024","33265","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"passed","Fri Feb 23 09:59:16 GMT 2024","Fri Feb 23 09:59:20 GMT 2024","3211","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"skipped","Fri Feb 23 10:02:06 GMT 2024","Fri Feb 23 10:02:40 GMT 2024","33438","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 3 of 10)",""
"passed","Fri Feb 23 10:00:19 GMT 2024","Fri Feb 23 10:00:22 GMT 2024","3419","","tests.ui.DragAndDropTest","","tests.ui.DragAndDropTest","testDragAndDrop","Тест Drag and Drop элемента на изменение состояния после совершения действия Тест Drag and Drop элемента на изменение состояния после совершения действия","Тест изменения состояния текста div при drag and drop элемента в другой элемент"
"broken","Fri Feb 23 10:12:07 GMT 2024","Fri Feb 23 10:12:40 GMT 2024","33465","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 10 of 10)",""
"broken","Fri Feb 23 10:05:26 GMT 2024","Fri Feb 23 10:06:00 GMT 2024","33319","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 9 of 10)",""
"passed","Fri Feb 23 10:00:15 GMT 2024","Fri Feb 23 10:00:19 GMT 2024","3874","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"skipped","Fri Feb 23 10:01:00 GMT 2024","Fri Feb 23 10:01:33 GMT 2024","33624","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"failed","Fri Feb 23 09:59:54 GMT 2024","Fri Feb 23 10:00:03 GMT 2024","8651","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 3 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Fri Feb 23 10:10:27 GMT 2024","Fri Feb 23 10:11:00 GMT 2024","33385","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 7 of 10)",""
"skipped","Fri Feb 23 10:14:03 GMT 2024","Fri Feb 23 10:14:24 GMT 2024","21157","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 2 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Fri Feb 23 10:07:06 GMT 2024","Fri Feb 23 10:07:40 GMT 2024","33576","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 1 of 10)",""
"passed","Fri Feb 23 09:59:13 GMT 2024","Fri Feb 23 09:59:16 GMT 2024","3260","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"passed","Fri Feb 23 09:59:22 GMT 2024","Fri Feb 23 09:59:27 GMT 2024","4631","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"skipped","Fri Feb 23 10:08:46 GMT 2024","Fri Feb 23 10:09:20 GMT 2024","33191","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 4 of 10)",""
"failed","Fri Feb 23 10:14:24 GMT 2024","Fri Feb 23 10:14:56 GMT 2024","32532","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 3 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"passed","Fri Feb 23 10:12:52 GMT 2024","Fri Feb 23 10:12:57 GMT 2024","5755","","tests.ui.JavaScriptExecutorTest","","tests.ui.JavaScriptExecutorTest","javaScriptExecutorTest","Тестирование Фокуса и Наличие и отсутствие скролла Тестирование Фокуса и Наличие и отсутствие скролла","Тест проверяет наличие вертикального скролла и отсутствие горизонтального, проверяет снимается ли фокус с поля ввода Username"
"passed","Fri Feb 23 10:14:56 GMT 2024","Fri Feb 23 10:15:00 GMT 2024","3876","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"skipped","Fri Feb 23 10:13:30 GMT 2024","Fri Feb 23 10:14:03 GMT 2024","32491","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 1 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Fri Feb 23 10:09:53 GMT 2024","Fri Feb 23 10:10:27 GMT 2024","33537","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 6 of 10)",""
"passed","Fri Feb 23 10:00:03 GMT 2024","Fri Feb 23 10:00:07 GMT 2024","3588","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperCoursesTest","Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера. Проверка наличия и отображения слайдера с курсами. Проверка работоспособности слайдера.","Тест проверяет отображение слайдера с курсами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"passed","Fri Feb 23 10:12:44 GMT 2024","Fri Feb 23 10:12:52 GMT 2024","7617","","tests.ui.CookieAuthTest","","tests.ui.CookieAuthTest","testLoginAndSaveCookiesToFile","Авторизация и сохранение куков в файл,с последующим чтением из него Авторизация и сохранение куков в файл,с последующим чтением из него","Тест авторизации пользователя и сохранение куков в файл, чтение куков из файла при повторном тестировании"
"passed","Fri Feb 23 10:00:13 GMT 2024","Fri Feb 23 10:00:15 GMT 2024","1498","","tests.ui.HttpWatchAuthTest","","tests.ui.HttpWatchAuthTest","testBasicAuth","Тест авторизации Тест авторизации","Тестирование авторизации, наличия картинки при ее успехе"
"broken","Fri Feb 23 10:11:33 GMT 2024","Fri Feb 23 10:12:07 GMT 2024","33386","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"skipped","Fri Feb 23 10:07:40 GMT 2024","Fri Feb 23 10:08:13 GMT 2024","33198","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 2 of 10)",""
"passed","Fri Feb 23 10:12:40 GMT 2024","Fri Feb 23 10:12:44 GMT 2024","3918","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Fri Feb 23 10:03:13 GMT 2024","Fri Feb 23 10:03:46 GMT 2024","33269","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 5 of 10)",""
"skipped","Fri Feb 23 10:11:00 GMT 2024","Fri Feb 23 10:11:33 GMT 2024","33200","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 8 of 10)",""
"skipped","Fri Feb 23 10:04:53 GMT 2024","Fri Feb 23 10:05:26 GMT 2024","33327","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
"skipped","Fri Feb 23 10:12:57 GMT 2024","Fri Feb 23 10:13:30 GMT 2024","32770","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Fri Feb 23 10:09:20 GMT 2024","Fri Feb 23 10:09:53 GMT 2024","33472","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 5 of 10)",""
"skipped","Fri Feb 23 10:01:33 GMT 2024","Fri Feb 23 10:02:06 GMT 2024","33224","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"skipped","Fri Feb 23 10:00:26 GMT 2024","Fri Feb 23 10:01:00 GMT 2024","33233","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123",""
"passed","Fri Feb 23 09:59:20 GMT 2024","Fri Feb 23 09:59:22 GMT 2024","2855","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"passed","Fri Feb 23 10:00:10 GMT 2024","Fri Feb 23 10:00:13 GMT 2024","3564","","tests.ui.AlertsTest","","tests.ui.AlertsTest","testAlertInput","Тест вывода записаного в поле Алерт текста Тест вывода записаного в поле Алерт текста","Тест изменения состояния текста в блоке фрейма, при введении текста в поле Алерта, которое появляется при нажатии кнопки."
"skipped","Fri Feb 23 10:06:33 GMT 2024","Fri Feb 23 10:07:06 GMT 2024","33400","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password",""
"skipped","Fri Feb 23 09:59:36 GMT 2024","Fri Feb 23 09:59:45 GMT 2024","8856","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 1 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"skipped","Fri Feb 23 10:04:20 GMT 2024","Fri Feb 23 10:04:53 GMT 2024","33471","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
"skipped","Fri Feb 23 09:59:45 GMT 2024","Fri Feb 23 09:59:54 GMT 2024","9365","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 2 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"passed","Fri Feb 23 10:00:22 GMT 2024","Fri Feb 23 10:00:26 GMT 2024","4296","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Fri Feb 23 09:59:27 GMT 2024","Fri Feb 23 09:59:36 GMT 2024","8973","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"broken","Fri Feb 23 10:06:00 GMT 2024","Fri Feb 23 10:06:33 GMT 2024","33251","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 10 of 10)",""
